time,relative_humidity_2m,temperature_2m,wind_speed_10m,dew_yield
2021-03-19 00:00:00,44.0,15.5,17.6,0.0
2021-03-19 01:00:00,44.0,15.1,15.8,0.0
2021-03-19 02:00:00,44.0,14.6,14.6,0.0
2021-03-19 03:00:00,46.0,14.1,13.3,0.0
2021-03-19 22:00:00,41.0,16.1,19.0,0.0
2021-03-19 23:00:00,45.0,15.3,19.2,0.0
2021-03-20 00:00:00,45.0,15.3,21.7,0.0
2021-03-20 01:00:00,48.0,14.3,20.9,0.0
2021-03-20 02:00:00,51.0,13.5,20.8,0.0
2021-03-20 03:00:00,50.0,13.5,21.9,0.0
2021-03-20 22:00:00,34.0,16.1,12.8,0.0
2021-03-20 23:00:00,39.0,15.2,12.6,0.0
2021-03-21 00:00:00,42.0,15.2,13.0,0.0
2021-03-21 01:00:00,42.0,14.8,13.0,0.0
2021-03-21 02:00:00,43.0,14.4,12.5,0.0
2021-03-21 03:00:00,42.0,14.2,13.0,0.0
2021-03-21 22:00:00,46.0,18.1,12.6,0.0
2021-03-21 23:00:00,49.0,17.3,11.8,0.0
2021-03-22 00:00:00,56.0,16.1,8.9,0.0
2021-03-22 01:00:00,56.0,16.1,5.7,0.0
2021-03-22 02:00:00,50.0,17.6,4.0,0.0
2021-03-22 03:00:00,58.0,15.7,5.6,0.0
2021-03-22 22:00:00,33.0,22.8,1.4,0.0
2021-03-22 23:00:00,39.0,21.2,6.8,0.0
2021-03-23 00:00:00,42.0,22.2,14.7,0.0
2021-03-23 01:00:00,50.0,20.8,25.6,0.0
2021-03-23 02:00:00,68.0,18.4,21.5,0.0
2021-03-23 03:00:00,73.0,17.8,17.7,0.0
2021-03-23 22:00:00,39.0,23.7,31.1,0.0
2021-03-23 23:00:00,41.0,23.4,33.3,0.0
2021-03-24 00:00:00,44.0,22.8,34.1,0.0
2021-03-24 01:00:00,45.0,22.4,35.5,0.0
2021-03-24 02:00:00,46.0,22.1,35.4,0.0
2021-03-24 03:00:00,47.0,21.9,35.4,0.0
2021-03-24 22:00:00,43.0,20.3,23.6,0.0
2021-03-24 23:00:00,53.0,19.5,19.5,0.0
2021-03-25 00:00:00,57.0,19.0,18.5,0.0
2021-03-25 01:00:00,50.0,18.5,21.4,0.0
2021-03-25 02:00:00,43.0,18.1,27.0,0.0
2021-03-25 03:00:00,40.0,17.8,28.3,0.0
2021-03-25 22:00:00,55.0,14.8,10.8,0.0
2021-03-25 23:00:00,60.0,14.1,10.9,0.0
2021-03-26 00:00:00,64.0,13.8,13.0,0.0
2021-03-26 01:00:00,69.0,12.9,13.8,0.0
2021-03-26 02:00:00,70.0,12.6,11.4,0.0
2021-03-26 03:00:00,71.0,12.1,10.0,0.0
2021-03-26 22:00:00,38.0,17.0,13.0,0.0
2021-03-26 23:00:00,40.0,16.1,10.8,0.0
2021-03-27 00:00:00,49.0,14.8,7.1,0.0
2021-03-27 01:00:00,49.0,14.4,9.2,0.0
2021-03-27 02:00:00,48.0,14.3,16.6,0.0
2021-03-27 03:00:00,50.0,14.2,19.2,0.0
2021-03-27 22:00:00,29.0,12.4,21.1,0.0
2021-03-27 23:00:00,31.0,11.7,20.7,0.0
2021-03-28 00:00:00,42.0,10.8,20.7,0.0
2021-03-28 01:00:00,46.0,9.7,20.9,0.0
2021-03-28 02:00:00,48.0,9.3,22.7,0.0
2021-03-28 03:00:00,49.0,9.4,25.0,0.0
2021-03-28 22:00:00,29.0,13.7,24.3,0.0
2021-03-28 23:00:00,29.0,13.3,24.9,0.0
2021-03-29 00:00:00,37.0,12.5,25.5,0.0
2021-03-29 01:00:00,41.0,11.5,24.4,0.0
2021-03-29 02:00:00,44.0,11.0,23.7,0.0
2021-03-29 03:00:00,46.0,10.7,23.4,0.0
2021-03-29 22:00:00,29.0,14.5,18.7,0.0
2021-03-29 23:00:00,30.0,13.9,18.5,0.0
2021-03-30 00:00:00,34.0,13.5,18.1,0.0
2021-03-30 01:00:00,37.0,12.0,17.3,0.0
2021-03-30 02:00:00,39.0,11.4,16.9,0.0
2021-03-30 03:00:00,40.0,10.9,16.4,0.0
2021-03-30 22:00:00,40.0,16.8,10.5,0.0
2021-03-30 23:00:00,47.0,15.7,8.2,0.0
2021-03-31 00:00:00,54.0,14.4,8.1,0.0
2021-03-31 01:00:00,54.0,14.7,8.6,0.0
2021-03-31 02:00:00,49.0,15.4,10.0,0.0
2021-03-31 03:00:00,53.0,14.4,8.1,0.0
2021-03-31 22:00:00,18.0,25.1,17.3,0.0
2021-03-31 23:00:00,18.0,24.6,18.4,0.0
2021-04-01 00:00:00,26.0,23.0,4.7,0.0
2021-04-01 01:00:00,34.0,21.2,13.4,0.0
2021-04-01 02:00:00,40.0,22.2,20.3,0.0
2021-04-01 03:00:00,35.0,24.2,24.9,0.0
2021-04-01 22:00:00,29.0,21.6,15.6,0.0
2021-04-01 23:00:00,31.0,20.7,15.5,0.0
2021-04-02 00:00:00,34.0,20.1,16.9,0.0
2021-04-02 01:00:00,36.0,18.9,16.5,0.0
2021-04-02 02:00:00,35.0,18.6,16.1,0.0
2021-04-02 03:00:00,35.0,18.2,13.8,0.0
2021-04-02 22:00:00,28.0,20.0,18.2,0.0
2021-04-02 23:00:00,32.0,18.6,12.7,0.0
2021-04-03 00:00:00,36.0,17.4,14.5,0.0
2021-04-03 01:00:00,38.0,16.6,27.9,0.0
2021-04-03 02:00:00,40.0,16.1,27.0,0.0
2021-04-03 03:00:00,44.0,15.3,27.7,0.0
2021-04-03 22:00:00,43.0,15.6,13.0,0.0
2021-04-03 23:00:00,47.0,14.8,12.0,0.0
2021-04-04 00:00:00,53.0,14.6,14.8,0.0
2021-04-04 01:00:00,56.0,13.8,15.3,0.0
2021-04-04 02:00:00,57.0,13.5,15.8,0.0
2021-04-04 03:00:00,58.0,13.3,16.3,0.0
2021-04-04 22:00:00,33.0,18.5,20.6,0.0
2021-04-04 23:00:00,35.0,17.8,17.8,0.0
2021-04-05 00:00:00,42.0,16.5,17.1,0.0
2021-04-05 01:00:00,47.0,15.2,16.6,0.0
2021-04-05 02:00:00,49.0,14.5,16.6,0.0
2021-04-05 03:00:00,50.0,14.4,16.4,0.0
2021-04-05 22:00:00,36.0,19.1,18.9,0.0
2021-04-05 23:00:00,38.0,18.3,17.7,0.0
2021-04-06 00:00:00,42.0,17.6,19.4,0.0
2021-04-06 01:00:00,43.0,17.2,20.7,0.0
2021-04-06 02:00:00,44.0,17.1,22.0,0.0
2021-04-06 03:00:00,43.0,17.2,22.6,0.0
2021-04-06 22:00:00,32.0,21.4,17.8,0.0
2021-04-06 23:00:00,34.0,20.5,16.3,0.0
2021-04-07 00:00:00,40.0,19.3,16.5,0.0
2021-04-07 01:00:00,44.0,18.0,15.8,0.0
2021-04-07 02:00:00,47.0,17.2,15.3,0.0
2021-04-07 03:00:00,48.0,17.0,14.4,0.0
2021-04-07 22:00:00,27.0,23.7,6.4,0.0
2021-04-07 23:00:00,31.0,22.8,6.7,0.0
2021-04-08 00:00:00,29.0,22.8,4.1,0.0
2021-04-08 01:00:00,30.0,22.5,2.3,0.0
2021-04-08 02:00:00,35.0,20.8,4.5,0.0
2021-04-08 03:00:00,39.0,19.8,5.7,0.0
2021-04-08 22:00:00,23.0,26.1,12.6,0.0
2021-04-08 23:00:00,25.0,25.1,11.6,0.0
2021-04-09 00:00:00,19.0,28.1,17.3,0.0
2021-04-09 01:00:00,28.0,23.7,10.2,0.0
2021-04-09 02:00:00,32.0,22.6,11.0,0.0
2021-04-09 03:00:00,34.0,21.9,7.2,0.0
2021-04-09 22:00:00,20.0,26.4,19.6,0.0
2021-04-09 23:00:00,24.0,24.8,14.3,0.0
2021-04-10 00:00:00,28.0,23.0,19.0,0.0
2021-04-10 01:00:00,29.0,22.2,19.1,0.0
2021-04-10 02:00:00,30.0,21.9,21.0,0.0
2021-04-10 03:00:00,30.0,22.0,21.4,0.0
2021-04-10 22:00:00,27.0,25.7,18.7,0.0
2021-04-10 23:00:00,27.0,25.1,15.3,0.0
2021-04-11 00:00:00,39.0,21.8,6.6,0.0
2021-04-11 01:00:00,37.0,22.0,9.1,0.0
2021-04-11 02:00:00,41.0,21.1,12.5,0.0
2021-04-11 03:00:00,47.0,20.3,15.1,0.0
2021-04-11 22:00:00,31.0,18.4,21.9,0.0
2021-04-11 23:00:00,29.0,17.7,19.6,0.0
2021-04-12 00:00:00,36.0,17.1,21.1,0.0
2021-04-12 01:00:00,37.0,16.6,20.3,0.0
2021-04-12 02:00:00,37.0,16.6,19.2,0.0
2021-04-12 03:00:00,36.0,16.9,17.9,0.0
2021-04-12 22:00:00,24.0,19.2,14.8,0.0
2021-04-12 23:00:00,27.0,18.3,16.0,0.0
2021-04-13 00:00:00,34.0,17.8,14.7,0.0
2021-04-13 01:00:00,35.0,17.2,13.3,0.0
2021-04-13 02:00:00,33.0,17.1,14.3,0.0
2021-04-13 03:00:00,30.0,17.8,15.5,0.0
2021-04-13 22:00:00,25.0,19.8,27.8,0.0
2021-04-13 23:00:00,26.0,18.9,28.6,0.0
2021-04-14 00:00:00,30.0,18.0,29.4,0.0
2021-04-14 01:00:00,33.0,17.1,29.5,0.0
2021-04-14 02:00:00,34.0,16.7,28.6,0.0
2021-04-14 03:00:00,35.0,16.4,27.2,0.0
2021-04-14 22:00:00,23.0,18.6,21.5,0.0
2021-04-14 23:00:00,24.0,18.0,21.3,0.0
2021-04-15 00:00:00,29.0,17.6,22.7,0.0
2021-04-15 01:00:00,31.0,16.7,21.4,0.0
2021-04-15 02:00:00,33.0,16.1,20.9,0.0
2021-04-15 03:00:00,34.0,16.0,21.2,0.0
2021-04-15 22:00:00,22.0,20.5,20.2,0.0
2021-04-15 23:00:00,24.0,19.6,18.6,0.0
2021-04-16 00:00:00,31.0,18.1,17.8,0.0
2021-04-16 01:00:00,33.0,17.3,18.3,0.0
2021-04-16 02:00:00,34.0,17.2,19.1,0.0
2021-04-16 03:00:00,33.0,17.7,20.6,0.0
2021-04-16 22:00:00,21.0,23.5,22.8,0.0
2021-04-16 23:00:00,22.0,23.0,23.9,0.0
2021-04-17 00:00:00,25.0,22.7,27.2,0.0
2021-04-17 01:00:00,27.0,22.1,28.3,0.0
2021-04-17 02:00:00,27.0,21.9,30.3,0.0
2021-04-17 03:00:00,27.0,22.3,31.8,0.0
2021-04-17 22:00:00,20.0,25.9,25.1,0.0
2021-04-17 23:00:00,22.0,25.0,24.2,0.0
2021-04-18 00:00:00,28.0,23.7,23.7,0.0
2021-04-18 01:00:00,30.0,22.7,23.5,0.0
2021-04-18 02:00:00,31.0,22.4,25.0,0.0
2021-04-18 03:00:00,31.0,22.8,26.0,0.0
2021-04-18 22:00:00,23.0,26.0,18.6,0.0
2021-04-18 23:00:00,25.0,25.1,18.2,0.0
2021-04-19 00:00:00,30.0,23.8,19.6,0.0
2021-04-19 01:00:00,31.0,23.0,19.6,0.0
2021-04-19 02:00:00,33.0,22.5,18.8,0.0
2021-04-19 03:00:00,32.0,22.8,18.9,0.0
2021-04-19 22:00:00,23.0,28.5,25.0,0.0
2021-04-19 23:00:00,25.0,27.8,23.5,0.0
2021-04-20 00:00:00,33.0,26.2,23.0,0.0
2021-04-20 01:00:00,37.0,25.0,20.7,0.0
2021-04-20 02:00:00,39.0,24.5,18.9,0.0
2021-04-20 03:00:00,39.0,24.5,16.8,0.0
2021-04-20 22:00:00,21.0,29.4,12.0,0.0
2021-04-20 23:00:00,24.0,27.9,10.0,0.0
2021-04-21 00:00:00,31.0,25.3,8.7,0.0
2021-04-21 01:00:00,34.0,24.1,7.6,0.0
2021-04-21 02:00:00,35.0,23.4,10.3,0.0
2021-04-21 03:00:00,35.0,23.3,9.0,0.0
2021-04-21 22:00:00,21.0,31.2,4.1,0.0
2021-04-21 23:00:00,23.0,30.2,2.5,0.0
2021-04-22 00:00:00,31.0,26.1,7.3,0.0
2021-04-22 01:00:00,39.0,23.7,8.1,0.0
2021-04-22 02:00:00,41.0,23.3,7.2,0.0
2021-04-22 03:00:00,40.0,23.3,8.0,0.0
2021-04-22 22:00:00,20.0,30.5,16.5,0.0
2021-04-22 23:00:00,22.0,29.5,13.9,0.0
2021-04-23 00:00:00,26.0,27.8,11.4,0.0
2021-04-23 01:00:00,28.0,26.4,11.9,0.0
2021-04-23 02:00:00,29.0,26.3,16.2,0.0
2021-04-23 03:00:00,31.0,25.4,15.2,0.0
2021-04-23 22:00:00,10.0,30.9,26.1,0.0
2021-04-23 23:00:00,11.0,30.1,19.8,0.0
2021-04-24 00:00:00,14.0,28.0,20.1,0.0
2021-04-24 01:00:00,15.0,27.0,19.7,0.0
2021-04-24 02:00:00,16.0,26.5,19.6,0.0
2021-04-24 03:00:00,16.0,26.6,18.9,0.0
2021-04-24 22:00:00,12.0,29.5,21.1,0.0
2021-04-24 23:00:00,12.0,28.6,19.0,0.0
2021-04-25 00:00:00,17.0,27.0,15.7,0.0
2021-04-25 01:00:00,19.0,25.9,14.8,0.0
2021-04-25 02:00:00,20.0,24.9,13.2,0.0
2021-04-25 03:00:00,20.0,25.2,11.0,0.0
2021-04-25 22:00:00,18.0,29.4,11.6,0.0
2021-04-25 23:00:00,18.0,28.8,11.5,0.0
2021-04-26 00:00:00,23.0,27.2,11.6,0.0
2021-04-26 01:00:00,26.0,26.2,12.7,0.0
2021-04-26 02:00:00,29.0,25.6,12.5,0.0
2021-04-26 03:00:00,27.0,26.3,13.2,0.0
2021-04-26 22:00:00,18.0,30.7,17.7,0.0
2021-04-26 23:00:00,16.0,31.4,16.0,0.0
2021-04-27 00:00:00,19.0,29.5,13.3,0.0
2021-04-27 01:00:00,20.0,28.6,20.8,0.0
2021-04-27 02:00:00,25.0,27.3,22.3,0.0
2021-04-27 03:00:00,29.0,27.2,15.6,0.0
2021-04-27 22:00:00,22.0,27.2,15.6,0.0
2021-04-27 23:00:00,24.0,26.0,14.5,0.0
2021-04-28 00:00:00,29.0,25.5,20.3,0.0
2021-04-28 01:00:00,31.0,24.1,18.7,0.0
2021-04-28 02:00:00,31.0,23.3,17.2,0.0
2021-04-28 03:00:00,31.0,23.5,16.2,0.0
2021-04-28 22:00:00,28.0,24.5,10.7,0.0
2021-04-28 23:00:00,31.0,23.7,11.6,0.0
2021-04-29 00:00:00,37.0,22.3,13.8,0.0
2021-04-29 01:00:00,41.0,21.5,16.8,0.0
2021-04-29 02:00:00,44.0,21.0,16.6,0.0
2021-04-29 03:00:00,44.0,21.4,16.5,0.0
2021-04-29 22:00:00,22.0,27.8,22.9,0.0
2021-04-29 23:00:00,23.0,27.1,21.9,0.0
2021-04-30 00:00:00,29.0,25.7,22.2,0.0
2021-04-30 01:00:00,32.0,24.7,20.9,0.0
2021-04-30 02:00:00,33.0,24.4,20.9,0.0
2021-04-30 03:00:00,33.0,25.0,20.9,0.0
2021-04-30 22:00:00,23.0,28.9,17.8,0.0
2021-04-30 23:00:00,25.0,27.7,15.4,0.0
2021-05-01 00:00:00,30.0,26.1,16.3,0.0
2021-05-01 01:00:00,31.0,25.5,15.0,0.0
2021-05-01 02:00:00,32.0,25.0,13.7,0.0
2021-05-01 03:00:00,31.0,25.5,12.7,0.0
2021-05-01 22:00:00,27.0,24.8,7.2,0.0
2021-05-01 23:00:00,30.0,23.7,7.4,0.0
2021-05-02 00:00:00,30.0,24.5,4.0,0.0
2021-05-02 01:00:00,37.0,22.1,5.8,0.0
2021-05-02 02:00:00,41.0,20.8,10.9,0.0
2021-05-02 03:00:00,38.0,21.8,11.1,0.0
2021-05-02 22:00:00,27.0,23.8,7.7,0.0
2021-05-02 23:00:00,31.0,22.8,7.3,0.0
2021-05-03 00:00:00,36.0,22.8,5.2,0.0
2021-05-03 01:00:00,38.0,23.1,3.8,0.0
2021-05-03 02:00:00,45.0,20.7,6.6,0.0
2021-05-03 03:00:00,44.0,21.5,5.8,0.0
2021-05-03 22:00:00,26.0,26.0,11.8,0.0
2021-05-03 23:00:00,30.0,24.9,9.9,0.0
2021-05-04 00:00:00,35.0,23.7,11.0,0.0
2021-05-04 01:00:00,44.0,21.7,8.6,0.0
2021-05-04 02:00:00,46.0,21.2,6.6,0.0
2021-05-04 03:00:00,43.0,22.3,7.7,0.0
2021-05-04 22:00:00,23.0,27.3,9.2,0.0
2021-05-04 23:00:00,25.0,26.3,10.5,0.0
2021-05-05 00:00:00,27.0,25.4,12.4,0.0
2021-05-05 01:00:00,28.0,25.1,14.2,0.0
2021-05-05 02:00:00,36.0,23.6,8.9,0.0
2021-05-05 03:00:00,34.0,24.1,8.0,0.0
2021-05-05 22:00:00,22.0,28.3,12.7,0.0
2021-05-05 23:00:00,22.0,27.9,13.6,0.0
2021-05-06 00:00:00,23.0,27.6,16.3,0.0
2021-05-06 01:00:00,26.0,25.6,12.2,0.0
2021-05-06 02:00:00,29.0,24.2,9.8,0.0
2021-05-06 03:00:00,30.0,24.8,11.7,0.0
2021-05-06 22:00:00,21.0,28.1,9.4,0.0
2021-05-06 23:00:00,23.0,27.1,6.9,0.0
2021-05-07 00:00:00,29.0,25.4,9.3,0.0
2021-05-07 01:00:00,32.0,24.4,11.0,0.0
2021-05-07 02:00:00,32.0,24.0,11.6,0.0
2021-05-07 03:00:00,34.0,24.3,4.3,0.0
2021-05-07 22:00:00,37.0,26.6,9.9,0.0
2021-05-07 23:00:00,39.0,25.9,10.2,0.0
2021-05-08 00:00:00,45.0,24.2,9.5,0.0
2021-05-08 01:00:00,49.0,23.1,9.6,0.0
2021-05-08 02:00:00,50.0,22.8,11.0,0.0
2021-05-08 03:00:00,46.0,23.8,11.5,0.0
2021-05-08 22:00:00,26.0,28.3,15.6,0.0
2021-05-08 23:00:00,27.0,27.8,16.5,0.0
2021-05-09 00:00:00,31.0,26.6,16.4,0.0
2021-05-09 01:00:00,34.0,25.4,16.1,0.0
2021-05-09 02:00:00,35.0,24.7,15.8,0.0
2021-05-09 03:00:00,35.0,25.2,15.5,0.0
2021-05-09 22:00:00,26.0,27.7,10.5,0.0
2021-05-09 23:00:00,27.0,27.1,10.5,0.0
2021-05-10 00:00:00,37.0,24.7,9.4,0.0
2021-05-10 01:00:00,43.0,23.6,7.4,0.0
2021-05-10 02:00:00,42.0,24.6,5.2,0.0
2021-05-10 03:00:00,41.0,24.8,10.2,0.0
2021-05-10 22:00:00,20.0,29.7,7.9,0.0
2021-05-10 23:00:00,19.0,30.2,6.9,0.0
2021-05-11 00:00:00,27.0,28.5,12.9,0.0
2021-05-11 01:00:00,25.0,28.2,13.9,0.0
2021-05-11 02:00:00,23.0,29.1,1.1,0.0
2021-05-11 03:00:00,22.0,29.2,2.9,0.0
2021-05-11 22:00:00,21.0,31.5,11.4,0.0
2021-05-11 23:00:00,21.0,31.6,11.5,0.0
2021-05-12 00:00:00,22.0,31.0,15.7,0.0
2021-05-12 01:00:00,25.0,28.5,11.5,0.0
2021-05-12 02:00:00,28.0,26.8,9.5,0.0
2021-05-12 03:00:00,25.0,28.3,8.6,0.0
2021-05-12 22:00:00,20.0,30.8,12.0,0.0
2021-05-12 23:00:00,23.0,29.4,9.5,0.0
2021-05-13 00:00:00,29.0,27.7,8.7,0.0
2021-05-13 01:00:00,34.0,26.2,8.3,0.0
2021-05-13 02:00:00,36.0,25.4,7.8,0.0
2021-05-13 03:00:00,33.0,26.9,6.8,0.0
2021-05-13 22:00:00,20.0,30.1,7.2,0.0
2021-05-13 23:00:00,19.0,30.8,5.1,0.0
2021-05-14 00:00:00,23.0,27.5,9.7,0.0
2021-05-14 01:00:00,26.0,26.2,7.9,0.0
2021-05-14 02:00:00,30.0,25.6,8.2,0.0
2021-05-14 03:00:00,30.0,26.9,5.9,0.0
2021-05-14 22:00:00,15.0,31.7,18.6,0.0
2021-05-14 23:00:00,17.0,30.2,15.8,0.0
2021-05-15 00:00:00,23.0,28.5,13.7,0.0
2021-05-15 01:00:00,28.0,26.3,12.5,0.0
2021-05-15 02:00:00,31.0,25.5,13.4,0.0
2021-05-15 03:00:00,30.0,26.5,14.0,0.0
2021-05-15 22:00:00,14.0,31.4,20.1,0.0
2021-05-15 23:00:00,15.0,30.4,20.3,0.0
2021-05-16 00:00:00,18.0,29.0,20.6,0.0
2021-05-16 01:00:00,20.0,27.4,18.5,0.0
2021-05-16 02:00:00,23.0,26.4,15.7,0.0
2021-05-16 03:00:00,22.0,26.9,15.1,0.0
2021-05-16 22:00:00,12.0,32.7,3.4,0.0
2021-05-16 23:00:00,12.0,32.4,2.7,0.0
2021-05-17 00:00:00,23.0,26.8,8.6,0.0
2021-05-17 01:00:00,28.0,25.5,9.0,0.0
2021-05-17 02:00:00,30.0,25.0,8.7,0.0
2021-05-17 03:00:00,25.0,27.2,10.8,0.0
2021-05-17 22:00:00,11.0,31.8,18.7,0.0
2021-05-17 23:00:00,13.0,31.1,21.9,0.0
2021-05-18 00:00:00,18.0,30.4,21.8,0.0
2021-05-18 01:00:00,19.0,29.9,18.8,0.0
2021-05-18 02:00:00,20.0,29.0,14.0,0.0
2021-05-18 03:00:00,20.0,29.9,9.3,0.0
2021-05-18 22:00:00,15.0,31.6,17.7,0.0
2021-05-18 23:00:00,16.0,30.6,17.8,0.0
2021-05-19 00:00:00,20.0,29.4,17.7,0.0
2021-05-19 01:00:00,22.0,27.9,17.1,0.0
2021-05-19 02:00:00,24.0,27.2,16.7,0.0
2021-05-19 03:00:00,23.0,27.9,15.7,0.0
2021-05-19 22:00:00,15.0,30.8,18.1,0.0
2021-05-19 23:00:00,16.0,29.9,18.7,0.0
2021-05-20 00:00:00,20.0,29.0,20.1,0.0
2021-05-20 01:00:00,22.0,28.0,19.0,0.0
2021-05-20 02:00:00,23.0,27.4,16.5,0.0
2021-05-20 03:00:00,23.0,28.2,16.0,0.0
2021-05-20 22:00:00,13.0,31.9,16.4,0.0
2021-05-20 23:00:00,13.0,30.9,16.9,0.0
2021-05-21 00:00:00,15.0,30.1,17.4,0.0
2021-05-21 01:00:00,16.0,29.4,17.8,0.0
2021-05-21 02:00:00,17.0,29.2,17.3,0.0
2021-05-21 03:00:00,17.0,29.9,17.1,0.0
2021-05-21 22:00:00,14.0,30.7,8.8,0.0
2021-05-21 23:00:00,15.0,30.6,7.0,0.0
2021-05-22 00:00:00,28.0,27.6,8.0,0.0
2021-05-22 01:00:00,30.0,27.7,7.4,0.0
2021-05-22 02:00:00,34.0,27.6,10.8,0.0
2021-05-22 03:00:00,25.0,28.6,8.3,0.0
2021-05-22 22:00:00,17.0,34.0,24.2,0.0
2021-05-22 23:00:00,20.0,32.9,25.5,0.0
2021-05-23 00:00:00,22.0,32.2,34.2,0.0
2021-05-23 01:00:00,24.0,31.1,31.5,0.0
2021-05-23 02:00:00,24.0,30.5,31.1,0.0
2021-05-23 03:00:00,23.0,30.6,27.1,0.0
2021-05-23 22:00:00,21.0,27.9,18.7,0.0
2021-05-23 23:00:00,24.0,26.9,17.4,0.0
2021-05-24 00:00:00,27.0,26.3,19.6,0.0
2021-05-24 01:00:00,29.0,25.6,19.0,0.0
2021-05-24 02:00:00,30.0,25.3,17.6,0.0
2021-05-24 03:00:00,29.0,26.1,15.4,0.0
2021-05-24 22:00:00,26.0,29.0,9.5,0.0
2021-05-24 23:00:00,29.0,28.2,9.7,0.0
2021-05-25 00:00:00,32.0,27.5,8.4,0.0
2021-05-25 01:00:00,34.0,26.5,9.4,0.0
2021-05-25 02:00:00,34.0,26.0,18.3,0.0
2021-05-25 03:00:00,28.0,26.5,15.3,0.0
2021-05-25 22:00:00,22.0,28.0,14.0,0.0
2021-05-25 23:00:00,23.0,27.5,15.1,0.0
2021-05-26 00:00:00,27.0,25.9,11.7,0.0
2021-05-26 01:00:00,29.0,24.8,12.3,0.0
2021-05-26 02:00:00,34.0,23.2,8.5,0.0
2021-05-26 03:00:00,33.0,24.2,7.1,0.0
2021-05-26 22:00:00,24.0,28.9,5.6,0.0
2021-05-26 23:00:00,27.0,27.4,6.6,0.0
2021-05-27 00:00:00,40.0,25.3,8.4,0.0
2021-05-27 01:00:00,41.0,24.8,10.6,0.0
2021-05-27 02:00:00,40.0,24.5,11.0,0.0
2021-05-27 03:00:00,35.0,25.9,7.3,0.0
2021-05-27 22:00:00,19.0,30.8,11.2,0.0
2021-05-27 23:00:00,20.0,30.1,6.0,0.0
2021-05-28 00:00:00,22.0,29.6,5.8,0.0
2021-05-28 01:00:00,23.0,28.4,6.6,0.0
2021-05-28 02:00:00,27.0,26.0,8.7,0.0
2021-05-28 03:00:00,27.0,27.8,9.2,0.0
2021-05-28 22:00:00,17.0,32.7,17.2,0.0
2021-05-28 23:00:00,17.0,31.9,16.5,0.0
2021-05-29 00:00:00,20.0,30.3,17.1,0.0
2021-05-29 01:00:00,22.0,28.9,15.5,0.0
2021-05-29 02:00:00,24.0,27.8,12.8,0.0
2021-05-29 03:00:00,24.0,28.5,10.0,0.0
2021-05-29 22:00:00,15.0,32.1,19.5,0.0
2021-05-29 23:00:00,15.0,32.3,20.6,0.0
2021-05-30 00:00:00,20.0,31.0,19.1,0.0
2021-05-30 01:00:00,21.0,29.9,17.2,0.0
2021-05-30 02:00:00,23.0,28.9,14.1,0.0
2021-05-30 03:00:00,23.0,30.2,11.1,0.0
2021-05-30 22:00:00,14.0,32.4,18.3,0.0
2021-05-30 23:00:00,16.0,31.5,20.0,0.0
2021-05-31 00:00:00,20.0,30.0,21.5,0.0
2021-05-31 01:00:00,22.0,29.4,21.9,0.0
2021-05-31 02:00:00,21.0,29.5,22.1,0.0
2021-05-31 03:00:00,19.0,30.6,19.9,0.0
2021-05-31 22:00:00,15.0,31.4,20.1,0.0
2021-05-31 23:00:00,16.0,30.8,20.5,0.0
2021-06-01 00:00:00,23.0,28.9,19.3,0.0
2021-06-01 01:00:00,26.0,27.7,18.5,0.0
2021-06-01 02:00:00,27.0,27.2,17.6,0.0
2021-06-01 03:00:00,26.0,28.5,17.1,0.0
2021-06-01 22:00:00,17.0,32.5,16.6,0.0
2021-06-01 23:00:00,18.0,31.7,16.5,0.0
2021-06-02 00:00:00,21.0,30.3,15.4,0.0
2021-06-02 01:00:00,22.0,30.0,14.6,0.0
2021-06-02 02:00:00,23.0,29.4,13.1,0.0
2021-06-02 03:00:00,21.0,30.8,10.4,0.0
2021-06-02 22:00:00,16.0,32.7,28.5,0.0
2021-06-02 23:00:00,16.0,31.9,30.4,0.0
2021-06-03 00:00:00,18.0,31.3,31.4,0.0
2021-06-03 01:00:00,19.0,30.4,31.9,0.0
2021-06-03 02:00:00,21.0,29.7,30.8,0.0
2021-06-03 03:00:00,20.0,30.2,30.8,0.0
2021-06-03 22:00:00,17.0,31.4,21.1,0.0
2021-06-03 23:00:00,17.0,30.5,21.6,0.0
2021-06-04 00:00:00,18.0,29.4,22.4,0.0
2021-06-04 01:00:00,19.0,28.7,21.9,0.0
2021-06-04 02:00:00,18.0,28.5,21.1,0.0
2021-06-04 03:00:00,16.0,29.7,20.0,0.0
2021-06-04 22:00:00,14.0,33.4,21.9,0.0
2021-06-04 23:00:00,14.0,32.6,21.1,0.0
2021-06-05 00:00:00,17.0,30.9,18.4,0.0
2021-06-05 01:00:00,18.0,30.1,18.0,0.0
2021-06-05 02:00:00,18.0,29.6,17.1,0.0
2021-06-05 03:00:00,17.0,30.8,15.7,0.0
2021-06-05 22:00:00,14.0,33.7,19.8,0.0
2021-06-05 23:00:00,14.0,32.6,20.0,0.0
2021-06-06 00:00:00,17.0,31.3,19.8,0.0
2021-06-06 01:00:00,18.0,30.5,20.0,0.0
2021-06-06 02:00:00,18.0,30.0,18.6,0.0
2021-06-06 03:00:00,17.0,30.8,16.3,0.0
2021-06-06 22:00:00,14.0,32.6,24.5,0.0
2021-06-06 23:00:00,15.0,31.8,24.0,0.0
2021-06-07 00:00:00,17.0,31.3,22.0,0.0
